:ID,human_readable_id,title,description,text_unit_ids,frequency,degree,x,y,:LABEL
e02ce236-31c4-49d9-a0c6-9e6c9d90faf3,0,5.4.3,"条款5.4.3涵盖了多个方面的技术要求，主要集中在城市交通设施和建筑的特定系统上。首先，在“5.4 电梯、自动扶梯、自动人行道”章节下，该条款提出了自动扶梯和自动人行道设置的基本要求，确保其安全性和适用性。此外，对于城市交通隧道相关建筑，包括但不限于消防救援出入口及地面附属用房，该条款规定了相应的耐火等级要求，以增强紧急情况下的安全性。

在轨道交通设施方面，条款5.4.3还规定了单渡线区域和交叉渡线区域内道岔转辙机的具体布置原则和要求，确保轨道区设备和管线布置合理，提高运营效率的同时保障安全。这部分内容位于“5.4 轨道区设备和管线布置原则”章节内。

此外，关于节能与能源利用，条款5.4.3位于“5 节能与能源利用” > “5.4 照明系统”章节，对公共区域的照明系统设计控制方式提出了明确要求，旨在通过合理的照明设计降低能耗。同样，在“5.4 空气源热泵系统”章节中，该条款也规定了空气源热泵机组在冬季设计工况状态下供热时的最低制热性能系数（COP）标准，确保高效节能供暖。

综上所述，条款5.4.3是一条综合性强的技术规范，不仅涵盖了自动扶梯、自动人行道的安全设置标准，还涉及城市交通隧道建筑的耐火性、道岔转辙机的布置原则、照明系统的设计控制策略以及空气源热泵系统的性能要求等多个方面，体现了对安全、节能和效率的高度关注。","['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2', '415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d', 'fb1ae4d090e1e25975536b8bf87f50c25d59b0f30a439d8580bb8202d9ac2eec631ff8c0bec9964dfd41dae744b5ac4089746a08a8f3de59118e102623845700', '31b63ccf217e34327936edbf29d071639da0ca53b7ed1115bd360948fa734c3d99f28fdaee9a4a66c6612da76c93666e9276f88430791628e15e799917850f95', '777957d5e6e1e8736199d0160900a808a10254c8fe558ccf32643b748d1831f103cd8db6cb3eca4e9574aeae9d12cd35b01cb6e6d16941faf591a58b75dbf800', 'c0b5da2cd18ccb7665e768b56227545d9da1aeabc559bc1d482ff6d351ce27bf961406d590087be2d218e51037ddbb5499e68ea9fc78333ae44aef8f57eaa911', 'c48e8320ef90dc2d42d68e6822601d51bdfbf3996f7216af6befd7225e0c509efe601002b119bc3091c0141cd01624e5c85217a0275c720476fcf7e0e2ba6618', '6e9c4bb9817dea30c58140ce1cf6ff1fa39363855fa0592a3f75edddaa2a0059c59111eb87dab352e5dd857896a05d9db4675ad66d38485a3a581e1b8d7e59f4', 'a26870e5d95c79f8b6ffc7567a712ef29e1b8c25e02731e7f714d03543f62aa18ef5725be98a07f5b77a55e674e034f675b7648a2bb2789df65663251343bc3f', '78d1d748499f4bc6545b8c32cad7972b7ca99088a9feddee4c445f16f7f24345b799d3ce29c724c97bb707b1b7abe34236b4f1b92b01e9c633ac1cce5c759d89', '2b82fee8f5cddccdbe922922989f21379d667779cf8425d872b7d271c7f1613f36d202c3220ccea6fa076dfe3ee381383b271b1bd38d7accad3035c70ff49440']",11,6,0.0,0.0,ARTICLE
28c82378-6c40-40e0-bc7a-977b3b5adfe0,1,照明系统,照明系统是建筑物和地铁等公共交通设施中不可或缺的一部分，主要用于提供室内照明。在建筑中，照明系统不仅包含各种灯具，还包括相应的控制系统，以确保在不同时间和场合下能够提供适宜的光照条件。这种系统对于提升空间的使用舒适度至关重要，它通过调整光线强度和色温来满足人们在不同活动中的视觉需求。在地铁等地下空间的应用尤其重要，因为在这些地方自然光无法到达，良好的人工照明对于保证乘客的安全和舒适度具有重要意义。此外，现代照明系统还注重节能效果，采用高效光源和智能控制技术，如LED灯具和感应控制装置，以减少能源消耗，符合当前建筑节电和环保的趋势。通过合理设计，照明系统还能与建筑的其他部分，如暖通空调系统协同工作，共同为创造一个既安全又舒适的室内环境做出贡献。,"['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2', '415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d', '4c7e008e6f30975d2055b7a6d90d9d1fdbedfe42e0484105bbbf1f3f86ff66c94335ee4025b1980b745289c0c17d7fa5028dcbffe4414d33ae32f031dc361d95', 'c4d17548b255db0530331c5df9d219c7045f83d22ae32e3774d4ef0cc5326e95cf402815f42c771facacf9a683e3ab75686ff3fe3fc9cffbe8b8dcf8ce64c7b7', '7f41a9aae4f653f04d36d02d4f82cc637871359c286e7a9ad0bf63a815b132a05cc5b7d4124c3c2c6202301caaa6b0961672d32f0b7c3e7dce2fb2b7c5c042f4', 'f7e6af5db4052f9c0cf8ded98c0fc6ae473aa64185cf4a0ccff4c57e98b09cf25136d3c32f38b57e5d64371e1b29aef4d7f035f257fc71b1118c6765634f4dad', '7b43f4323cd2d9ab58b9e84dcba17a06369f8bce65419c7f10cac8fb1d77d6838ae10b5a074717126380c1bc8bfe8ad6ad6d812833851bb46cf611eeb1800b18', '8eafd6f1015344119f57f5d92b77a9825fcdc8080869d3fbda37e98ca8f177a84991bc916bfe6a3f3787ee21df83aceff0623c3e1547d403ca678fea9bbcb2d4', 'daf6ea4a1dbf15246c9b4b77e97afcc6738adab4f80a7bbcb47ed81d581d42a481c6b408344fd51707031f015451e7a59e69e0c29e19272f4754fce2cc2edac0']",9,26,0.0,0.0,OBJECT
0d4dec17-3f4e-4047-b14e-9f174f884d85,2,设计控制方式,设计控制方式涵盖了建筑物内多个区域的照明系统控制方法。对于一般建筑空间，照明系统的控制设计方式主要包括开关控制、调光控制和智能控制。开关控制适合于对灯光需求相对简单的场合，通过手动开启或关闭来实现基本的照明功能；调光控制则允许用户根据实际需要调整灯光亮度，以适应不同场景下的照明需求；智能控制则是通过集成传感器、定时器或其他自动化设备，根据环境光线变化或预设的时间表自动调整灯光状态，从而达到节能和提高舒适度的目的。特别地，在车库内的照明系统中，设计控制方式倾向于采用集中控制和智能控制两种。集中控制可以实现对整个车库照明系统的统一管理，便于维护和能耗监控；而智能控制则通过感应车辆或人员的进出动态，自动启停相应区域的照明，既保障了安全，又有效节约了能源。综上所述，无论是常规建筑空间还是车库，其照明系统的设计控制方式均需考虑实用性、节能性和用户体验，以满足不同场景下的具体需求。,"['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2', '415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d', 'c0e989e1d2063aaab0d59993721419afcc76dccb7baa997c343ad0e4bcfc77a635119e3ef18327c7849ed8d8001fd49c2375595dc0f3a1391f03db81ef80f3bd']",3,2,0.0,0.0,ATTRIBUTE
261f6fb6-eaa1-4120-9b29-c939eb6d0ef2,3,RULE_5.4.3_01,"**实体: RULE_5.4.3_01**

对于城市交通隧道的消防救援出入口，其耐火等级不应低于一级。出入口畅通区的宽度从扶手带端部算起应不小于2.50米，以确保人员的安全疏散。在公共场所，如果自动扶梯临空高度达到或超过9.0米，宜在其临空一侧加装高度不低于1.20米的防护栏杆或栏板，以增加安全性。单渡线区域的道岔转辙机宜布置在两线之间，这样做的好处是土建结构无需额外加宽，也不会与管线产生干扰，但应注意避免电缆过轨问题。当单渡线与有效站台端部距离较近时，为避免与站台板下环网电缆发生干扰，道岔转辙机可考虑布置在车站外墙侧。对于交叉渡线，当线间距较大时，两组道岔转辙机宜全部布置在两线之间；反之，则宜一组布置在两线之间，另一组布置在线路外侧。此外，对于空气源热泵机组供热，在冬季设计工况状态下，热泵机组的制热性能系数（COP）应不低于1.8，尤其是在严寒地区采用冷热风机组时。最后，照明系统的设计控制方式宜采用高效节能控制方式，以提高能源利用效率，促进节能降耗。这些规定旨在确保建筑物的安全性、舒适性和环保性能。","['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2', '415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d', 'fb1ae4d090e1e25975536b8bf87f50c25d59b0f30a439d8580bb8202d9ac2eec631ff8c0bec9964dfd41dae744b5ac4089746a08a8f3de59118e102623845700', '31b63ccf217e34327936edbf29d071639da0ca53b7ed1115bd360948fa734c3d99f28fdaee9a4a66c6612da76c93666e9276f88430791628e15e799917850f95', '777957d5e6e1e8736199d0160900a808a10254c8fe558ccf32643b748d1831f103cd8db6cb3eca4e9574aeae9d12cd35b01cb6e6d16941faf591a58b75dbf800', 'c0b5da2cd18ccb7665e768b56227545d9da1aeabc559bc1d482ff6d351ce27bf961406d590087be2d218e51037ddbb5499e68ea9fc78333ae44aef8f57eaa911', 'c48e8320ef90dc2d42d68e6822601d51bdfbf3996f7216af6befd7225e0c509efe601002b119bc3091c0141cd01624e5c85217a0275c720476fcf7e0e2ba6618', '6e9c4bb9817dea30c58140ce1cf6ff1fa39363855fa0592a3f75edddaa2a0059c59111eb87dab352e5dd857896a05d9db4675ad66d38485a3a581e1b8d7e59f4', 'a26870e5d95c79f8b6ffc7567a712ef29e1b8c25e02731e7f714d03543f62aa18ef5725be98a07f5b77a55e674e034f675b7648a2bb2789df65663251343bc3f', '78d1d748499f4bc6545b8c32cad7972b7ca99088a9feddee4c445f16f7f24345b799d3ce29c724c97bb707b1b7abe34236b4f1b92b01e9c633ac1cce5c759d89', '2b82fee8f5cddccdbe922922989f21379d667779cf8425d872b7d271c7f1613f36d202c3220ccea6fa076dfe3ee381383b271b1bd38d7accad3035c70ff49440']",11,11,0.0,0.0,CONSTRAINT
3bf2455d-305f-44ef-bc57-dccfa8e6c23d,4,容积率,容积率是指建筑总面积与用地面积之间的比值，它主要用来反映一个地块上的土地利用强度。这一指标在规划和设计城市或社区时极为重要，因为它直接关系到该区域的建设密度，进而影响该地的居住舒适度、环境质量以及交通状况。通过合理控制容积率，可以有效促进城市空间的合理布局和发展，同时确保资源的有效利用和环境保护。在实际应用中，各地根据自身特点和发展需求，会设定不同的容积率标准，以指导具体的建筑设计与规划工作。,"['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2', '415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d', '99bedfe4fdb8245e7c48738da4406ec07771a96364f4c064e88ed5a8ef48e031f8c11592c3cf1649c5574a1b6a0196293bf7f920f2a32a191029eb057a072669', '20e8e742338ee7c4b1f71ed562fa9d6718f55418d56b9bdb341efc15525487a5cfceef7984d62d71ac2da22c3e1ef75d6c1b822f412ffdbb8b674d5ad042be76']",4,2,0.0,0.0,ATTRIBUTE
5d59b63d-3015-429e-8f2f-b94476d6bf20,5,建筑物附属广场,建筑物附属的广场面积,"['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2', '415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d']",2,2,0.0,0.0,ATTRIBUTE
8bbdc0b4-8060-4f9b-9c9c-9573df2effd6,6,RULE_4.2.1_01,"根据提供的描述，针对实体“RULE_4.2.1_01”，可以综合出以下摘要：

针对实体“RULE_4.2.1_01”的规范要求包括了多个方面的内容，以确保建筑在设计和使用过程中既符合节能标准又满足功能性和安全性需求。在节能方面，对于位于严寒和寒冷地区的建筑，外墙和屋面的传热系数、热工缺陷及热桥部位内表面温度必须进行节能诊断，以保证建筑的保温性能。建筑设计与功能布局方面，办公用房建议包含普通办公室和专用办公室（如研究工作室、手工绘图室等），以便满足不同工作性质的需求。关于基地与总平面规划，如果建筑高度不超过24米（归类为多层建筑），则建议其容积率不低于0.8，以此来促进土地的有效利用。此外，所有建（构）筑物及其附属设施（包括地下设施和地上设施）与道路红线或用地红线之间必须遵守特定的平面控制规定，确保公共空间的合理布局。考虑到交通安全与便捷性，机动车库出入口设计时应考虑采用平入式、坡道式或升降梯式三种形式之一。最后，在防火设计与安全疏散方面，除了有特殊工艺需求的情况外，甲、乙类生产场所禁止设置于地下或半地下空间内，以减少火灾风险并保障人员安全。这些规定共同作用于提高建筑的整体性能，同时兼顾了节能、安全以及合理利用空间等多方面考量。","['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2', '415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d', 'd57e95fc6f39507d718872546474e5b700d1ea2b06e35775eaff0de777f69879a888ed4d3937926d4e4776ca8bb9a9cba784f1e18dee795af314fe78c6bda5b6', 'f7e6af5db4052f9c0cf8ded98c0fc6ae473aa64185cf4a0ccff4c57e98b09cf25136d3c32f38b57e5d64371e1b29aef4d7f035f257fc71b1118c6765634f4dad', '8032c769bbc20cc5af88d5ce2606b6936dac61c8f533b0bc90ecf660ee6bdddfe8dff61232ae3ba61dbf40288557469be9ba9e7c20ad043e1ff0f4da68a3ac65', '84214371d972b6274659e7a4f61c61a94b00ed1178eb4aa6bb723c497a963b208df5e7acf9bd80e0fcffbb75e16d00437b78fa9160d9d950284d389231f74984', '9aa685fb5eebf5df969eef7f21137da335b9dfaca713c1155714a30a4e7cb3d690b26b633487a805e13610717eb39a443c76dc2f2822d0def8426b4e9065ea0d', '2d4fb393a6e456a0bcb1d89ddc036b35d1ea205df23b8be8817f1e5db832d223b09f018a3b2d1b1359925e64ed52fffd5a3be2b758bd9b0b87c0438d8363d7d9']",8,9,0.0,0.0,CONSTRAINT
99b7e6da-ffef-4506-90d2-1bf1d25b2e50,7,RULE_4.2.1_02,"实体“RULE_4.2.1_02”涵盖了多个方面的建筑与市政工程规范要求，包括但不限于场地规划、节能设计及安全布局等方面的规定。

在场地规划方面，如果建筑物的高度位于24米至60米之间（归属于高层建筑类别），则建议其容积率至少达到1.8。此规定采用“宜”的强制性程度，意味着在条件允许的情况下推荐遵循，但并非绝对强制执行。满足该条件可以获得2分的评分。

对于位于夏热冬冷地区或夏热冬暖地区的建筑项目，外墙和屋面的隔热性能需要经过专门的节能评估。这条规定使用了“应”的表述方式，表明这是必须遵守的要求，旨在通过提高建筑围护结构的热工性能来降低能耗。

关于甲类和乙类仓库的安全布局，除非有特定的工艺需求，否则这类仓库被明确禁止设置于地下或半地下空间内。这条规则使用了“不应”和“禁止”两个词来强调其重要性，反映了对危险品储存场所安全性的高度重视。这样的布局要求有助于减少火灾风险并确保人员安全。

综上所述，“RULE_4.2.1_02”从多个维度出发，旨在促进合理高效的场地使用、促进节能减排、以及保障建筑安全等方面达到良好平衡。通过对高层建筑容积率的建议、对特定气候条件下建筑隔热性能的要求、以及对危险品储存位置的限制，该规则为建筑项目的规划与设计提供了具体指导。","['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2', '415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d', 'f7e6af5db4052f9c0cf8ded98c0fc6ae473aa64185cf4a0ccff4c57e98b09cf25136d3c32f38b57e5d64371e1b29aef4d7f035f257fc71b1118c6765634f4dad', '8032c769bbc20cc5af88d5ce2606b6936dac61c8f533b0bc90ecf660ee6bdddfe8dff61232ae3ba61dbf40288557469be9ba9e7c20ad043e1ff0f4da68a3ac65', '84214371d972b6274659e7a4f61c61a94b00ed1178eb4aa6bb723c497a963b208df5e7acf9bd80e0fcffbb75e16d00437b78fa9160d9d950284d389231f74984']",5,5,0.0,0.0,CONSTRAINT
61f11ed0-d416-4ec8-9992-a2b7308f25de,8,RULE_4.2.1_03,根据规则RULE_4.2.1_03的规定，对于建筑高度在60米至100米之间的高层建筑，其场地规划中的容积率建议不低于2.5，满足该条件可获得2分。此外，针对存在粉尘爆炸危险的生产场所，除非出于特殊工艺需求，否则严格禁止将其设置在地下或半地下空间，包括滤尘设备间亦不应位于地下或半地下。这样做的目的是为了确保这类高风险区域的安全性，防止潜在的粉尘爆炸事故对人员和设施造成严重威胁。通过这些建议和规定，旨在促进既有建筑项目的合理布局与安全运营，同时保障了高层建筑项目的经济效益与安全性能。,"['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2', '415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d', '8032c769bbc20cc5af88d5ce2606b6936dac61c8f533b0bc90ecf660ee6bdddfe8dff61232ae3ba61dbf40288557469be9ba9e7c20ad043e1ff0f4da68a3ac65', '84214371d972b6274659e7a4f61c61a94b00ed1178eb4aa6bb723c497a963b208df5e7acf9bd80e0fcffbb75e16d00437b78fa9160d9d950284d389231f74984']",4,4,0.0,0.0,CONSTRAINT
aa97b1d9-ab66-4aaf-9e2d-42cca22fe7b4,9,RULE_4.2.1_04,"**RULE_4.2.1_04** 规定了关于场地规划容积率及特定功能房间设置位置的要求。对于建筑高度超过100米的超高层建筑，建议其容积率达到或超过3.0，以符合高效土地利用的原则，达到这一标准可以得到2分的评分。此外，出于安全考虑，除非有特殊工艺需求，否则滤尘设备间、邮袋库以及存放丝麻棉毛类物质的仓库均不应设置在地下或半地下空间内，这是为了降低因火灾等紧急情况导致的潜在风险。这些规定旨在确保建筑物的安全性与合理性，同时促进资源的有效利用。

**综合摘要**：**RULE_4.2.1_04** 主要针对超高层建筑（即建筑高度大于100米）的容积率提出了建议性要求，推荐此类建筑的容积率不低于3.0，以鼓励更高效率的土地使用，并为此设定了2分的评估标准。此外，该规则还强调了对特定用途房间位置安排的安全考量，明确指出除非存在特殊工艺上的必要性，否则不允许将滤尘设备间、邮袋库以及丝麻棉毛类物质储存库设置于地下或半地下区域，以此来减少火灾等事故造成的风险。这些建议和要求共同作用于提高建筑项目的整体安全性和合理性，同时兼顾了对土地资源的有效管理和利用。","['d45dc5417ce3dee4c362284dab2d55bd7929914655a986312d51da4f8869ee6e2b11ba942d73626192f6ff3724f01906ca2f7d36c26a05bd3ddcbe99092f49b2', '415995e32c2ffeaab2ae80ac4704905e5d3663b4f10e54a79d942c76c3bd9d76f37df918e641c0517cb9aec5e41130874a1b9544d081029f1536afa6239e2d6d', '8032c769bbc20cc5af88d5ce2606b6936dac61c8f533b0bc90ecf660ee6bdddfe8dff61232ae3ba61dbf40288557469be9ba9e7c20ad043e1ff0f4da68a3ac65', '84214371d972b6274659e7a4f61c61a94b00ed1178eb4aa6bb723c497a963b208df5e7acf9bd80e0fcffbb75e16d00437b78fa9160d9d950284d389231f74984']",4,5,0.0,0.0,CONSTRAINT
