id,human_readable_id,description,weight,combined_degree,text_unit_ids,:START_ID,:END_ID,:TYPE
d6c688c4-3474-4f8c-87db-021d1c07935b,0,政府办公建筑应符合绿色饭店建筑评价标准的要求,9.0,15,['55fb0117e01fe901fe27d0a1038266fbdc9d8bbd2e07bacbf2a1e861fc68f732b65c9d962a22f556b676ace57718c9b090f1933c1fd6d20544826c532d943d13'],d3fb2482-457a-4790-94aa-9cfe3248808c,27a57b0b-400b-4477-9cf7-bfc9d4304379,RELATED_TO
7b2c0e3e-d6dd-4261-8239-0a3c5726b77f,1,商用办公建筑应符合绿色饭店建筑评价标准的要求,9.0,15,['55fb0117e01fe901fe27d0a1038266fbdc9d8bbd2e07bacbf2a1e861fc68f732b65c9d962a22f556b676ace57718c9b090f1933c1fd6d20544826c532d943d13'],d3fb2482-457a-4790-94aa-9cfe3248808c,ead73c11-307a-4cad-9fbd-19b3dd70b57e,RELATED_TO
4e96ffcd-3aab-4936-980b-74a44bffaa22,2,科研办公建筑应符合绿色饭店建筑评价标准的要求,9.0,15,['55fb0117e01fe901fe27d0a1038266fbdc9d8bbd2e07bacbf2a1e861fc68f732b65c9d962a22f556b676ace57718c9b090f1933c1fd6d20544826c532d943d13'],d3fb2482-457a-4790-94aa-9cfe3248808c,b742022f-918f-46d2-9ca7-2badfb069f4f,RELATED_TO
85a583ed-128f-45cd-a4a0-8bcb34ef02f7,3,综合办公建筑应符合绿色饭店建筑评价标准的要求,10.0,34,"['55fb0117e01fe901fe27d0a1038266fbdc9d8bbd2e07bacbf2a1e861fc68f732b65c9d962a22f556b676ace57718c9b090f1933c1fd6d20544826c532d943d13'
 '2305291e43f51e9a311f5e5c3a00d03b14396416bc41c5ecd4221110b3d35b2776ad10a8c24e2f6270c22445e3d5dd98b5f0780b6b73ffc641c75954f2184cd8']",d3fb2482-457a-4790-94aa-9cfe3248808c,4f212b34-8b30-41e2-a465-eca403db6eac,RELATED_TO
ee63509c-bcd0-4f2c-b30f-c421071420cb,4,功能相近的其他办公建筑应符合绿色饭店建筑评价标准的要求,1.0,15,['55fb0117e01fe901fe27d0a1038266fbdc9d8bbd2e07bacbf2a1e861fc68f732b65c9d962a22f556b676ace57718c9b090f1933c1fd6d20544826c532d943d13'],d3fb2482-457a-4790-94aa-9cfe3248808c,4739cd3a-eeb4-4126-940e-42fd5a1d28e8,RELATED_TO
777930f6-0fa2-43b5-9aa2-09a68a0298f8,5,政府办公建筑在新建阶段应符合绿色饭店建筑评价标准的要求,8.0,11,['55fb0117e01fe901fe27d0a1038266fbdc9d8bbd2e07bacbf2a1e861fc68f732b65c9d962a22f556b676ace57718c9b090f1933c1fd6d20544826c532d943d13'],27a57b0b-400b-4477-9cf7-bfc9d4304379,72152f88-0bd7-43bf-a031-bcbed00b62a2,RELATED_TO
d10be10f-7be0-4367-b6f9-fe7b5010ff05,6,政府办公建筑在改建阶段应符合绿色饭店建筑评价标准的要求,8.0,11,['55fb0117e01fe901fe27d0a1038266fbdc9d8bbd2e07bacbf2a1e861fc68f732b65c9d962a22f556b676ace57718c9b090f1933c1fd6d20544826c532d943d13'],27a57b0b-400b-4477-9cf7-bfc9d4304379,a9563b1a-8ab0-45cb-a154-3de513c75c7c,RELATED_TO
21059833-9057-4980-b82c-26a22c4069ca,7,政府办公建筑在扩建阶段应符合绿色饭店建筑评价标准的要求,8.0,11,['55fb0117e01fe901fe27d0a1038266fbdc9d8bbd2e07bacbf2a1e861fc68f732b65c9d962a22f556b676ace57718c9b090f1933c1fd6d20544826c532d943d13'],27a57b0b-400b-4477-9cf7-bfc9d4304379,21475d9a-aa87-4d2d-a732-58c8ca017f45,RELATED_TO
f5c16fe6-6fb6-4422-8b04-c6f6a0f6e3dd,8,政府办公建筑在设计阶段应符合绿色饭店建筑评价标准的要求,8.0,15,['55fb0117e01fe901fe27d0a1038266fbdc9d8bbd2e07bacbf2a1e861fc68f732b65c9d962a22f556b676ace57718c9b090f1933c1fd6d20544826c532d943d13'],27a57b0b-400b-4477-9cf7-bfc9d4304379,7e773f83-94b4-4300-9d64-37b9205465ac,RELATED_TO
9f3c2517-65d3-4585-a38d-044ee196447b,9,政府办公建筑在运行阶段应符合绿色饭店建筑评价标准的要求,8.0,15,['55fb0117e01fe901fe27d0a1038266fbdc9d8bbd2e07bacbf2a1e861fc68f732b65c9d962a22f556b676ace57718c9b090f1933c1fd6d20544826c532d943d13'],27a57b0b-400b-4477-9cf7-bfc9d4304379,505322e3-ffb1-468b-a3a0-7c72b3c84291,RELATED_TO
